session,run,seq,policy,robot,t_gen_ns,t_selected_ns,t_tx_ns,t_rx_ns,deferral_ns,channel,rssi_dbm,snr_db,payload_hex,payload_bytes,freq_mhz,sf,bw_khz,cr,sent
HWS-002-FIFO,6,95,FIFO,limo02,1784026060449073772,1784026201828380521,0,0,141379306749,9,-96.07,12.62,0x87fda44a4e6e1b3d639a4c3512622a5097a6613c2295727a7a3b0340d265cafa7b7ef4e4fc7d9195af4b92309912097294506284,52,868,7,125,4/5,0
HWS-002-FIFO,6,96,FIFO,limo02,1784026066230108380,1784026530034957775,0,0,463804849395,5,-86.04,-3.82,0xc074afb6459d827ad81344f0b4fff18ea3570dcbb2e8836cc88256f1f63187a4d5567fc98ef50b0720d10c9307a59008bc547ab3,52,868,7,125,4/5,0
HWS-002-FIFO,6,97,FIFO,limo01,1784026066726231014,1784026173560426036,0,0,106834195022,8,-99.37,2.05,0xc8ec8250ab711852d182b56ccbc403fb49ebe06c016079e36d6ddafc7993f545496fa0b97245878e8b4f2e05c12dd77e5f27403d,52,868,7,125,4/5,0
HWS-002-FIFO,6,98,FIFO,limo01,1784026070164028929,1784026365499433183,0,0,295335404254,7,-97.47,-1.67,0x7bc4b72476f1279b9af2a6f25137cd0870fc09193c00be65739c49682d77a77ee361134da48a6c812b8497d7f43b257543409dbd,52,868,7,125,4/5,0
HWS-002-FIFO,6,99,FIFO,limo02,1784026076476352087,1784026195910452454,0,0,119434100367,0,-103.98,-0.37,0xf3a9913ae021fecd65ef13ccd23bb94d71ca9807f73e6a0b7f34cfdab1bf013c50711c788dc8528c2ae45feaa71547736018875e,52,868,7,125,4/5,0
HWS-002-FIFO,6,100,FIFO,limo02,1784026077302680984,1784026322287916672,0,0,244985235688,4,-100.61,14.86,0x8339c97b82df4506521aa5f90eb4665073301588595d312004b922d968eaa9dbd3578d01824f623e25f81f9abe7d215a64fa0017,52,868,7,125,4/5,0
HWS-002-FIFO,6,101,FIFO,limo02,1784026081716168496,1784026201247740025,0,0,119531571529,9,-103.41,3.86,0xbfebb60bf635a9c5c51c908b4ba1730542a75568069b99f1ef4a25b2f67e7b97281ac643156d3fced3414697256154cb84b2a8ba,52,868,7,125,4/5,0
HWS-002-FIFO,6,102,FIFO,limo02,1784026083873934247,1784026171914155772,0,0,88040221525,1,-81.37,4.57,0x6193fd1f0af26d826d3818bbb83cc7b29ab35570b20f73415b0c19d2e8b13e64b4c94b26339e855b5b751afdcad0de5b954c4eaf,52,868,7,125,4/5,0
HWS-002-FIFO,6,103,FIFO,limo01,1784026089820262949,1784026252772140749,0,0,162951877800,1,-90.58,0.77,0xc9160ef46a52bb679a6e02c63b7a88e999e9ba327ba7a930746c3990041f8b282dcbddb1ce9bd2ff91404bbf30a5fd824b8af759,52,868,7,125,4/5,0
HWS-002-FIFO,6,104,FIFO,limo01,1784026093181935563,1784026240052704631,0,0,146870769068,6,-82.57,-4.90,0x1789d1dd7f8b4e54133ebc564e813c82de65861c70ca7c5c60665b571b49175d78a0ba63356d019b9711d9c69dd46fcf3e609679,52,868,7,125,4/5,0
HWS-002-FIFO,6,105,FIFO,limo02,1784026095479746345,1784026386807881779,0,0,291328135434,10,-82.42,-2.82,0x1cf29ad20cfc073d1fa44b63737f7878f0f10712e572a351d2eb183933773cb41dcf7a7ac1924a4edf9212b733463c1b1a3300fc,52,868,7,125,4/5,0
HWS-002-FIFO,6,106,FIFO,limo01,1784026097843141489,1784026290434479150,0,0,192591337661,2,-108.42,6.28,0x2df057d3c7333e990520adb466ebb3f40cff05872c3c74d6f9791d40257f6feff7068a9f71ed05585977c420e9f06bc427acf986,52,868,7,125,4/5,0
HWS-002-FIFO,6,107,FIFO,limo01,1784026101228849457,1784026401459076964,0,0,300230227507,6,-97.34,13.28,0xe79268e62787b7520673e89a71bf21c7bd432c375285e2e86054dd93c0fca706e17eaa7c7b263b6307b7949f9d978bf7594a5962,52,868,7,125,4/5,0
HWS-002-FIFO,6,108,FIFO,limo01,1784026106867668727,1784026260562609173,0,0,153694940446,8,-81.90,6.27,0xce277c09c00cc80dc7ec3b966127bc831129d49d8dbeddc26bec6fcaf4e37d7e9fc33935a1f36958165852c7a12d66b40aa969b2,52,868,7,125,4/5,0
HWS-002-FIFO,6,109,FIFO,limo02,1784026108506534274,1784026268424295503,0,0,159917761229,1,-85.29,0.35,0xc9fc481511a3876e6ea4b02b442e24e197eb41d5a1116bc2712a4e24243c75c98dcc9baf7e61799fb4da63a6d91eef9e266bc1ee,52,868,7,125,4/5,0
HWS-002-FIFO,6,110,FIFO,limo01,1784026113128935219,1784026312689915897,1784026312689917895,1784026312859201874,199560980678,1,-96.01,11.91,0x9a92a58c7cde8f5995608e227169730b7918438ec9dccf5991dc66f09758b5a0ffa6b2a6a5f9f026ed9a08bfa7a20615d8d841f5,52,868,7,125,4/5,1
HWS-002-FIFO,6,111,FIFO,limo02,1784026117500283145,1784026284326758553,0,0,166826475408,1,-106.97,6.97,0xd03fb16c3bd5f84d1369031e5fa0db9496d3e7871d97729e99faafd77400da88723341c6d36a7ce39e57ad815a583a6b692eca98,52,868,7,125,4/5,0
HWS-002-FIFO,6,112,FIFO,limo01,1784026119343824469,1784026241171580364,0,0,121827755895,5,-108.44,8.46,0x42c0da6230630ebbb063d3d1f3e9e63b82fc0f743e39e273dfd4874a8837b99601a9a960dacfa8d8f75d2ce86b4ff12037c6992f,52,868,7,125,4/5,0
HWS-002-FIFO,6,113,FIFO,limo02,1784026121255232779,1784026457679469929,0,0,336424237150,8,-82.91,1.29,0x2646b3457ceefbc6bf43dcb7f3277c7618dcc952b0e35c30a3ea3d86b3e04c526bca7181eaacd45c72942c37e706a05735b85123,52,868,7,125,4/5,0
HWS-002-FIFO,6,114,FIFO,limo02,1784026127400448076,1784026321764719680,0,0,194364271604,9,-97.34,7.29,0x9df2228ac39aba43824e92067360963f5ab1f1e074f4e8b6eded6e3d017a50809c40be4a95df44fcf4c2e0b2ef6501c6b14834c7,52,868,7,125,4/5,0
HWS-002-FIFO,6,115,FIFO,limo01,1784026130738413117,1784026237876767109,0,0,107138353992,10,-81.77,2.74,0x338db1a43668c91a51fc51c64d4b51373dbc74322305fdc05ba1a0175e3b5302def9a4e580ac1f64bbb8acf4018f2b4db2fc3c71,52,868,7,125,4/5,0
HWS-002-FIFO,6,116,FIFO,limo01,1784026132064760168,1784026232558185111,0,0,100493424943,10,-101.50,-0.73,0x30bf83478e573a4e7b99fe9a72e090b155cc5d591ed3dd99b19c80c00cffacb72e173ec42f852233bf9fdac32771e02c19ed5aa4,52,868,7,125,4/5,0
HWS-002-FIFO,6,117,FIFO,limo02,1784026136363232598,1784026246577928184,0,0,110214695586,9,-97.37,-0.03,0x725189df5e8abf70d191eeb96d5ddc5b367e726ec62fa56803a28cedb98c6ceace27f02138ae09f62cdef3ca6055f7fa3946e2f0,52,868,7,125,4/5,0
HWS-002-FIFO,6,118,FIFO,limo01,1784026138109417336,1784026294657585884,0,0,156548168548,8,-85.48,2.70,0xbcd9b938eaf5e1e5a57fbdb35d1e17814d39e6572aded2d25f087a73b9e86ec178d4d1a17b92b4cad789d4719ecfb890a5cd5643,52,868,7,125,4/5,0
HWS-002-FIFO,6,119,FIFO,limo01,1784026144170946990,1784026253369692416,1784026253369696931,1784026253539999265,109198745426,10,-82.83,0.86,0x06a89e22f420657f881ccc229ca9ffa4549dddf352931e908d0b87063fd694015959e16b9218b74155cf24ece35f5f249c6945a8,52,868,7,125,4/5,1
HWS-002-FIFO,6,120,FIFO,limo01,1784026148183878945,1784026313786932966,0,0,165603054021,0,-92.14,2.66,0xa7237fb9b3225e4f54188d5ebe434fe2138c81d7c1cdd0ec4259e0c253523c3cc2c876714b3eefd243792f8117e9ee0504c3e9d5,52,868,7,125,4/5,0
HWS-002-FIFO,6,121,FIFO,limo02,1784026151171503458,1784026280987845241,0,0,129816341783,5,-100.61,9.48,0x280a988ee39b8289bf88a2e0c82b91160b4f7ee9e5a4344946919da42d65d539955c052bf0e83106259f636080396152a07469cf,52,868,7,125,4/5,0
HWS-002-FIFO,6,122,FIFO,limo02,1784026154392960976,1784026245112615919,0,0,90719654943,1,-81.61,0.43,0xad79aa7442352029903ee3bc007284d2a25e8c11282cba31b78dd124764e61ade684de163209d8a3be3873493eaf6d8c25fb6307,52,868,7,125,4/5,0
HWS-002-FIFO,6,123,FIFO,limo01,1784026156335424700,1784026260647730424,0,0,104312305724,5,-106.89,1.76,0x55cbab5d416cb197aefa341573186649ba1daa0c938c06a86aa4c7792c143f34df5564b39190e53adc780430602b42e620389d2b,52,868,7,125,4/5,0
HWS-002-FIFO,6,124,FIFO,limo01,1784026158756931373,1784026397503964918,1784026397503968610,1784026397669820826,238747033545,1,-86.79,10.53,0xc80638a68cc8c0063d6e4577f77166bc015436d5b92b2e0241101c2418d0b65b0734e45b39df884ccd653cdcc3285b0b41ca1d78,52,868,7,125,4/5,1
HWS-002-FIFO,6,125,FIFO,limo01,1784026164843793552,1784026236929663817,0,0,72085870265,8,-86.31,1.25,0x2c3ff4260cb8ddf346d267f0ed0829e0b83fe91a906b9ae24f663dc3926c572102c2cad3b955a2b1837dcb2c77a96e4291e4b077,52,868,7,125,4/5,0
HWS-002-FIFO,6,126,FIFO,limo01,1784026165097002131,1784026297717526480,0,0,132620524349,3,-98.02,5.03,0x8202ee9db9b7c9a6489ad75758b87f675a17cbe5b5214a7d3f6c4c793a6c6710db18bd2ba312c9067629bd876ef3ced2ec92424d,52,868,7,125,4/5,0
HWS-002-FIFO,6,127,FIFO,limo01,1784026168395286507,1784026226529112138,0,0,58133825631,7,-98.21,9.40,0x94a90beecdc93e35ee090fad52980b689d550bde086866873b785d235aedc8d87f58730de96fddc30d1f43405da808ce31d1f1e6,52,868,7,125,4/5,0
HWS-002-FIFO,6,128,FIFO,limo01,1784026175749074426,1784026231145613997,0,0,55396539571,6,-98.97,-3.42,0x0b8b7a55cb03057fe382366d2131644e5cfa63148b4f7a0d99993f5cb4bb64e53b63fd44a9ceba40d3a66736938a64cf303915ba,52,868,7,125,4/5,0
HWS-002-FIFO,6,129,FIFO,limo01,1784026177839908531,1784026272437077924,0,0,94597169393,7,-89.06,8.53,0x368fdb2421742fe7ac0ca2fcf82b02432c88f345b2e48fa1c677d7f7b69b0a3adf1cb3f9b0c76e58f88e3f63b429795c0c78bd31,52,868,7,125,4/5,0
HWS-002-FIFO,6,130,FIFO,limo02,1784026180687591688,1784026235240349248,0,0,54552757560,0,-83.31,2.32,0x7813c9db2cae68d676d8f72aa399d074ba32890887c6d9d32dd07ebd8a363dffc44569b5fe18c41c3846c636c5e729eaa48ffd75,52,868,7,125,4/5,0
HWS-002-FIFO,6,131,FIFO,limo01,1784026185288520073,1784026411660849883,0,0,226372329810,10,-108.63,-2.05,0x673d3aeea1fa351371f93f51b5961d873ba8e09b496ac81239eb0ab2054cbe562ff54d11e32ddeb8d2c88733d5e85da6486915e0,52,868,7,125,4/5,0
HWS-002-FIFO,6,132,FIFO,limo02,1784026186555090329,1784026410327500477,0,0,223772410148,9,-82.61,12.80,0x83405a6bb73c5112a20248896ff010de3b3a352eeb4cb33c871d14e591bd3988c1ce725cfcfe8e14792c630f97ad754bd908179c,52,868,7,125,4/5,0
HWS-002-FIFO,6,133,FIFO,limo01,1784026188868350279,1784026327211190017,0,0,138342839738,0,-109.47,-0.72,0x158455b6b7cec563b5118f1a4e2f954dde3b9fd0e9de95fb6f074f7cf6d70ab7bc35ba92c93c0a5de919e98a515157b8793ec383,52,868,7,125,4/5,0
HWS-002-FIFO,6,134,FIFO,limo01,1784026195872687000,1784026357241062379,0,0,161368375379,8,-95.67,-4.08,0x2d881abc71e0edf8a72f251c8570c3190e6f6c2adfd7e5e1ab5b81a220d6d0094473f13b16164e52a8f388ee0a56b03a9b109245,52,868,7,125,4/5,0
HWS-002-FIFO,6,135,FIFO,limo02,1784026199262884146,1784026312543861421,0,0,113280977275,10,-83.37,9.29,0xcdf3a3939ba61447703f3f5f91474a2c23ce238e8cd001c718db0b3bcae88e7c7baa1e1a31f78cb5db0d2eb6a6859e2999f30475,52,868,7,125,4/5,0
HWS-002-FIFO,6,136,FIFO,limo01,1784026201434496447,1784026285562065263,0,0,84127568816,5,-83.99,-4.23,0x4f528832de3146aade0dbbf92029d7bb673fd7807a23f2a1282176eaaa4645d7a4cc8a4b34aa8cba6d7417d3696a28576626185d,52,868,7,125,4/5,0
HWS-002-FIFO,6,137,FIFO,limo02,1784026206383935552,1784026321360510894,0,0,114976575342,10,-97.31,0.00,0x27cd178b09a5ccca27991dd5a56a03649edbb959737bd80a1fa758095b87255ec91acccc9ff948804a5b62d149b2311b8520f979,52,868,7,125,4/5,0
HWS-002-FIFO,6,138,FIFO,limo02,1784026207323999531,1784026528523840115,0,0,321199840584,3,-106.64,11.72,0x2deef6bb4ca33439fd94726535adfe9185e7782eb460bf64f68649446c62c67d6fe0fda66495f55b1d2d7b7eec2e6b1ec1d20810,52,868,7,125,4/5,0
HWS-002-FIFO,6,139,FIFO,limo01,1784026211234106812,1784026375746090947,0,0,164511984135,6,-96.21,2.19,0xf5010ca77408442a9f8172fa37b6d8a2fe35e291ccfb71c7ac147dbabd3d89bb4fa93a1f35c2d226fe6e1d99b4998651b6ab89bd,52,868,7,125,4/5,0
HWS-002-FIFO,6,140,FIFO,limo02,1784026214600455684,1784026395494992790,0,0,180894537106,5,-99.14,1.76,0x2cf0a49a51bc9a2a071b9c0887d5550b3fa03eb36d3928ba8ef5b6b6723caafe595ae2f66774558ee5d452377b9bbc3877bd3985,52,868,7,125,4/5,0
HWS-002-FIFO,6,141,FIFO,limo02,1784026217401062505,1784026359117908990,0,0,141716846485,8,-97.97,14.51,0x3206f6ad786b070c36c600121c9b4a9cdfec8133a75318d5527fa0d4f3ac3965e9d04dfc26cf5569805fb8e5ece9f0d630fccf3a,52,868,7,125,4/5,0
HWS-002-FIFO,6,142,FIFO,limo02,1784026223543563847,1784026400277795314,0,0,176734231467,2,-98.18,3.72,0xa0c44bc741e590e9768fd1fb9ca9c3c3668ebaf0b2ba6d09413725b3815860f1938d9c56c9771538f9d1ca4b30326f9f14d572ac,52,868,7,125,4/5,0
HWS-002-FIFO,6,143,FIFO,limo01,1784026223083796401,1784026366600249368,0,0,143516452967,2,-102.27,-1.56,0x35797915416f4f13f4571c1a46b32835ea7372458189dc158aa9ce0ef3fa0119fd3577e3a47c9b690414e15010698f0934b2adec,52,868,7,125,4/5,0
HWS-002-FIFO,6,144,FIFO,limo02,1784026229135464165,1784026385901964874,0,0,156766500709,7,-99.42,3.13,0xd37c2853d02999816d9d1cd53a20fa70726662060446eff0d6ed7fd1992d21f2520305f803f0b217f1279b2fb10625b0a27b018e,52,868,7,125,4/5,0
HWS-002-FIFO,6,145,FIFO,limo01,1784026231533335324,1784026420146399118,0,0,188613063794,10,-100.90,-2.18,0x87ab4c1464a41f5e455326e2813cc09a34be8de0fec0fe624730f720b283cd5cb7f2ac7d1ca7b3cc9c6098fb65a8d26ba66da7c0,52,868,7,125,4/5,0
HWS-002-FIFO,6,146,FIFO,limo01,1784026234991091508,1784026354096647312,0,0,119105555804,3,-84.22,10.23,0x39b9f36dc90e9700be4465db593f3c6b6b6104c1e8c22ee32c95f98609bcba07086a981cef7a2f488b057985b0ee2bd4d637044b,52,868,7,125,4/5,0
HWS-002-FIFO,6,147,FIFO,limo02,1784026239341506939,1784026592078462956,0,0,352736956017,2,-81.63,3.68,0x192f656223bca5eec4622dabbb9bbd1f264b01371af1d1a01e59d9967aa26ede2948473e9290e5058b92e5409f490c632363d7a3,52,868,7,125,4/5,0
HWS-002-FIFO,6,148,FIFO,limo02,1784026241152000361,1784026336887870419,0,0,95735870058,10,-83.29,9.78,0x15972ad99d253367198e90cbb15f55cd4de1f828373261aa21ad7aeed7f883ca585edb3d0dd9d4487c69e0d195cdfdcfdd1e69ec,52,868,7,125,4/5,0
HWS-002-FIFO,6,149,FIFO,limo01,1784026243857028123,1784026335869953273,1784026335869955000,1784026336037312181,92012925150,7,-84.48,-4.58,0x261bf2fbe9d071bbefa5078798441c81db8917f28b78278b5d225a26696f03b6676465197541369fed0d7cd42c16d06a748abc48,52,868,7,125,4/5,1
HWS-002-FIFO,6,150,FIFO,limo01,1784026249868882973,1784026390330562194,0,0,140461679221,7,-99.93,7.34,0x6b0983f3895037c4cadf22cb65354822d65c2039f58c3414b12e674e06111f7d68d49a4002a6cccf25b8d416d50c26a030f05475,52,868,7,125,4/5,0
HWS-002-FIFO,6,151,FIFO,limo01,1784026251287728229,1784026333924124313,0,0,82636396084,2,-98.32,12.15,0x3ff75a7915ae503a8c3a5894ec59f71834882524e5db893cafdf459d0707e9a0ea43d661c72060ef0c0f85cbf28cabc15a421d18,52,868,7,125,4/5,0
HWS-002-FIFO,6,152,FIFO,limo02,1784026254130199793,1784026661202549821,0,0,407072350028,6,-100.88,-2.78,0x63616f62228c74da7865fe462e23dffd86b739e2f0555774795a54db5d50e42e11cc26ec1e284f981468bcf95ded850602dac932,52,868,7,125,4/5,0
HWS-002-FIFO,6,153,FIFO,limo02,1784026259401021658,1784026353071400862,0,0,93670379204,0,-107.92,0.46,0x7aa94c72008a9646bd68a95de1b60fa4c4e4467da2d2ff8f23452c3c22ddedd31d22632aba3bce6a5130ce2735afe4eb9bf9a5e6,52,868,7,125,4/5,0
HWS-002-FIFO,6,154,FIFO,limo01,1784026263814713349,1784026376127929458,0,0,112313216109,6,-102.80,-4.73,0x2eef74eb3fec45793f55b4ab6b41ba456c4d33c2119b0064b0bf355b4b3c15e293ee1aad632af45520a4e2ad10a7b0fb14a32f81,52,868,7,125,4/5,0
HWS-002-FIFO,6,155,FIFO,limo01,1784026267756952024,1784026297475416960,0,0,29718464936,5,-81.47,2.74,0x69d5e6ffd31479d9ec8392f769190b310e13b814cfd9f1d37b1766ac54a89ea3d73f8c43bc065275143566eb6038d2ce735455df,52,868,7,125,4/5,0
HWS-002-FIFO,6,156,FIFO,limo02,1784026269990987351,1784026450330495276,0,0,180339507925,6,-94.39,3.43,0xabc8ca23541836f602ae6938f37c3ee6d7c96c5582d0717042d0216b091d22a5e99e63038ba1bb8a1ed811f9ea98affc5bfff631,52,868,7,125,4/5,0
HWS-002-FIFO,6,157,FIFO,limo02,1784026272524322898,1784026417264290096,0,0,144739967198,6,-105.07,4.56,0xfb68220b7420565d9e2e4aa727d4b5c77160a47d7eb248960188198f84f9acccaa5818f4db05aaf24c76e9f9f04b5b73cb30d365,52,868,7,125,4/5,0
HWS-002-FIFO,6,158,FIFO,limo01,1784026276359123121,1784026547223313966,0,0,270864190845,9,-102.31,-2.52,0x919a4c43a9f180ab062d9d6f5315676fa5c40b604d61d03b2a86db5ed82f728552072ecd0550bd6c925966902a47bfc478be3fc0,52,868,7,125,4/5,0
HWS-002-FIFO,6,159,FIFO,limo01,1784026278549442896,1784026509840971428,0,0,231291528532,2,-105.58,2.94,0xdada9606722d11beb7476b6d314d2e956b7bc22d966f10038b0f5bd3ce19db17059b7214d761b775f5355c2d519bbe9beacde4cb,52,868,7,125,4/5,0
HWS-002-FIFO,6,160,FIFO,limo01,1784026281462015702,1784026453448990568,0,0,171986974866,2,-92.70,10.32,0x58cd05ac5290c9bb1d2df0454f76f4252c1350c3e740ff00b711865a1c79e367f32b491afff9b22ba0f9e7ae33d81b1c72fc5e54,52,868,7,125,4/5,0
HWS-002-FIFO,6,161,FIFO,limo02,1784026286991372154,1784026530435122041,0,0,243443749887,9,-97.75,10.64,0xe54e3dcb893887e7a594a83263b04463dad5ab8d530e0ac1a6268a999482fde977e0eec03b0e70b34feeae77b8278eb6be7951ca,52,868,7,125,4/5,0
HWS-002-FIFO,6,162,FIFO,limo01,1784026288193663952,1784026417207304006,0,0,129013640054,2,-90.57,-0.74,0xa4574755b93f907717ebb10a6d83144fc75b75b7442cdbf45d6b5180019821de0d42924cd35a5e7c0046a47b8819adbf3b423be8,52,868,7,125,4/5,0
HWS-002-FIFO,6,163,FIFO,limo01,1784026291415237113,1784026371662973378,0,0,80247736265,1,-88.45,-3.81,0x9ca72ca3919279806db6ff77dabd708ba7a59b9e08907eb821637b6d308a81ec913fd5216921fa1effc01d9e8fecc984918577ab,52,868,7,125,4/5,0
HWS-002-FIFO,6,164,FIFO,limo01,1784026297385086657,1784026455448947345,0,0,158063860688,3,-93.54,14.55,0xc515689d60d3d60412bf4007007d64c9981e1842ed287bafe4889a84a339722a94aeebc8ddcfefae87d298231efcb060cfd0a573,52,868,7,125,4/5,0
HWS-002-FIFO,6,165,FIFO,limo02,1784026301865078992,1784026437801095108,0,0,135936016116,3,-105.43,1.69,0xfa1433c39921dba05b522ead732abe5c0418835e270ca7a49a406e2624c24d852a4cd732a6b9bb9e3c31cd42f0fa03e0a7acc881,52,868,7,125,4/5,0
HWS-002-FIFO,6,166,FIFO,limo02,1784026303057747765,1784026465962563054,0,0,162904815289,3,-99.91,11.43,0x21493d5a3e6bb60fb8c451629188a3726258c727a039815cf194b34ec07628772de9bf2ece79f3a92f4c11fdbdb02ef8c5f96f7a,52,868,7,125,4/5,0
HWS-002-FIFO,6,167,FIFO,limo02,1784026308150365608,1784026420908799252,0,0,112758433644,4,-106.65,5.30,0x968f71f83a5327989fa5e3485ab2b7c87f784fc26d388e118f5ca1c2d63124d3647cb0d1f9074f74272e61115d941c4e9e1187d7,52,868,7,125,4/5,0
HWS-002-FIFO,6,168,FIFO,limo02,1784026308283881099,1784026401789911035,0,0,93506029936,4,-80.46,0.64,0x3e3af3df6ddfa102290de0d44dbd2a5157447d46e43ce884bb4295b55778a8651189f5c8fb12a562183880e8736e4184fd38e1b1,52,868,7,125,4/5,0
HWS-002-FIFO,6,169,FIFO,limo01,1784026312215844410,1784026447643298076,0,0,135427453666,3,-87.52,14.63,0x5bbccf39726aadfd688b897faaf752c53e6b24e24fc3e15580b9b7eecc2203ad525b3d380f4115397666a9217e383b4cdb670d46,52,868,7,125,4/5,0
HWS-002-FIFO,6,170,FIFO,limo01,1784026317669013889,1784026407318709056,0,0,89649695167,0,-84.49,-0.97,0x6b462f3b0c792c9f820973cd71e643e645f097c379c1fb2d1ba55652f90288d9afaa69c4a9131999d0afea86f082d59f8a7f1c8a,52,868,7,125,4/5,0
HWS-002-FIFO,6,171,FIFO,limo02,1784026321464460031,1784026471461646146,0,0,149997186115,7,-104.02,-2.48,0xac0081db9d90d7868718adeea3f144cfc1bd9bf15b1b94b36e6d52b02bd951b3236deb84b9f05f3bb5a2bad5edea110578c2d8d8,52,868,7,125,4/5,0
HWS-002-FIFO,6,172,FIFO,limo01,1784026322899069135,1784026501791240573,1784026501791244705,1784026501959605142,178892171438,3,-87.65,1.66,0x95acff7d5b48c53cab6f2f63398a9f77115ce4131ef487d5f63b1cece558cb6c5e59a23c8864e152ec01aad943e348a44b0cd334,52,868,7,125,4/5,1
HWS-002-FIFO,6,173,FIFO,limo02,1784026327040062631,1784026394699934840,0,0,67659872209,3,-80.17,6.55,0x5ca5ddc40ca2466bcafd43db4e3bd278eecab4804fd404b9e2cb576f01f02b77f14657d6b6a833be9b3586ec6df4d59e70739d61,52,868,7,125,4/5,0
HWS-002-FIFO,6,174,FIFO,limo02,1784026329211394383,1784026526331445469,0,0,197120051086,0,-86.09,-4.82,0x5798762a7ba09b10fe3c5a585dcd0767479702ea154ac266d2baaf7864de908d175976085ddd4fe7bcbbb0c713a67033a1001e30,52,868,7,125,4/5,0
HWS-002-FIFO,6,175,FIFO,limo01,1784026335592606552,1784026399624538387,0,0,64031931835,0,-104.80,6.94,0x2a00dedf6b82ce564a2ceae782e96f8772236cd710da800a0857fc7ab34f76fdf7ad5ef6dbcb411bb761f071013f2d0d9c74f84d,52,868,7,125,4/5,0
HWS-002-FIFO,6,176,FIFO,limo01,1784026335571218151,1784026473952787984,0,0,138381569833,8,-87.60,10.53,0x088d61b8d2ac495667c1ad2f6f10f6be15dbbd03de6855724f09541d177cecef5141122b8b6d4cb0f1d6ce5e60e5e665a7ffa7be,52,868,7,125,4/5,0
HWS-002-FIFO,6,177,FIFO,limo01,1784026342036101460,1784026467688730542,0,0,125652629082,9,-86.96,-1.38,0xa56ea5a4136aba3d5d9fea92a5e7945b11454fd7dfb5549bd8a54b46116ff595ceb9312b8c207f689039ce1b948be532914d4cae,52,868,7,125,4/5,0
HWS-002-FIFO,6,178,FIFO,limo01,1784026346134105212,1784026492496339650,0,0,146362234438,6,-87.12,10.76,0xe8e600bf73c43e78b222ab4fa290d988d89945105838ecedff2b36dc9be7bc1012df7fe29c7cf57ae3506a2cb2185bf4ec964d52,52,868,7,125,4/5,0
HWS-002-FIFO,6,179,FIFO,limo01,1784026349736896991,1784026521590400885,0,0,171853503894,1,-90.95,4.46,0xa4ce8ff38557219e73e3bc856a2d58299683ff3202f33edb83f1e44382cd5de891670c66f008938c0b1055ec93fae5c85e1483c8,52,868,7,125,4/5,0
HWS-002-FIFO,6,180,FIFO,limo02,1784026351372328232,1784026434879997555,0,0,83507669323,10,-85.95,4.39,0x34d831e365f72774230a5db8754c1301f5a088e8f9144b227e77675e54efa5ba45cf9c743a6343682580cf1434de721c1b25001e,52,868,7,125,4/5,0
HWS-002-FIFO,6,181,FIFO,limo02,1784026355020815460,1784026517982859319,0,0,162962043859,10,-82.24,14.59,0x3ed29b36967077534c4a99b9b7a849fbfa039bd262ee3f4ab2004c9c715fe7d2c6c5e7fa3599dbb96d4c4ffb84c3f5ae4eb8ef1b,52,868,7,125,4/5,0
HWS-002-FIFO,6,182,FIFO,limo02,1784026358305600339,1784026489955388616,0,0,131649788277,3,-88.71,0.68,0xbf3294e6688ef51c7df4de5f8864bb19465e1f324e39310a4d0c2f51fb31d893a9cedb8378771dd5a5173b5fcb2a3a1444f17dc1,52,868,7,125,4/5,0
HWS-002-FIFO,6,183,FIFO,limo01,1784026362311257601,1784026561676972784,0,0,199365715183,0,-85.47,4.42,0x35f1df3de6f22e6fc6242d3819532102bb3485e56524a8e8164109ceaaeadf67d5b9383f86037736a5c777d55f108cd6453faa86,52,868,7,125,4/5,0
HWS-002-FIFO,6,184,FIFO,limo01,1784026364002287356,1784026647079947779,0,0,283077660423,4,-99.19,0.87,0x0fec7beb464bd1d4e56c8cf8be7db5aee5d3413a066d67ada232edbc0fec7fc8df15e1a4b99f1d61aff8f31c1ffebccf6400df45,52,868,7,125,4/5,0
HWS-002-FIFO,6,185,FIFO,limo01,1784026368075134783,1784026657771211876,0,0,289696077093,6,-106.16,6.19,0x6d217edf70aba9a9cc2dad59f91efb2a06e57ea0f7c767a4dd72277878460fd75650e8ffc7dd2d16da123c4c047909a1b18a77b0,52,868,7,125,4/5,0
HWS-002-FIFO,6,186,FIFO,limo01,1784026373500258369,1784026621492720320,0,0,247992461951,7,-85.88,14.03,0xd5b7235a00a989f458d44279b42d33b11c7c568eb699a265314c8edcc34f1211108fe62436a14577c6e01e8381bf271e4ab3dce0,52,868,7,125,4/5,0
HWS-002-FIFO,6,187,FIFO,limo01,1784026376998499445,1784026473019713246,0,0,96021213801,5,-98.65,-3.68,0xedc09115c48f73535817c34acb2925a633f1531d81a897b1e8f617a9a25ee8302144d8581586a25904b087812c47e4ed278d8224,52,868,7,125,4/5,0
HWS-002-FIFO,6,188,FIFO,limo01,1784026378755201147,1784026491472089729,1784026491472094220,1784026491644410721,112716888582,5,-99.73,14.56,0x3a1f2fa98b8a4142f2e80cf4e7c7ab5e8de3eb2d2bf7ca99547107e902d821fd38c0a8bce5fed6ccbdef4ac805f358a070e79748,52,868,7,125,4/5,1
