session,run,seq,policy,robot,t_gen_ns,t_selected_ns,t_tx_ns,t_rx_ns,deferral_ns,channel,rssi_dbm,snr_db,payload_hex,payload_bytes,freq_mhz,sf,bw_khz,cr,sent,deferral_s,channel_delay_s,packet_age_s,airtime_s,measurement_status
HWS-003-BACS,10,116,BACS,limo02,1784117284919238186,1784117463033612067,0,0,178114373881,3,-95.42,-0.19,0x2c454f4cc41bf43e915c09f667be7ae71f6be16d3d5beba0052410497bbaee73f87116719a6fd03b433d07fe7c9de47fc8a75071,52,868,7,125,4/5,0,178.114373881,,,0.102656,NOT_RECORDED
HWS-003-BACS,10,117,BACS,limo01,1784117290081980873,1784117397348615471,0,0,107266634598,9,-106.39,12.02,0xf4f451659470aeeb234f3af1fd8be70867d0bebdb42fa0bde2e3b6cb7a662cb515fac2ce379062b6b39c32e6617fb5d44927ae61,52,868,7,125,4/5,0,107.266634598,,,0.102656,NOT_RECORDED
HWS-003-BACS,10,118,BACS,limo02,1784117294419837562,1784117439304617807,0,0,144884780245,6,-108.77,4.08,0x05ec96a20135d50187d360adf265122321f97d3c490c8677967ff63b054374fc37081ca69d495eecffdeb0502f95e918b3b88782,52,868,7,125,4/5,0,144.884780245,,,0.102656,NOT_RECORDED
HWS-003-BACS,10,119,BACS,limo01,1784117297472663996,1784117344359517624,0,0,46886853628,8,-85.83,8.42,0x170836705ebfde1cf5252842c3374291fdce2c7e4a8c33c0e77d9e3a6d7ad16001927dc09051e2184735089614b8bfa9639ec957,52,868,7,125,4/5,0,46.886853628,,,0.102656,NOT_RECORDED
HWS-003-BACS,10,120,BACS,limo02,1784117299066780672,1784117379129288455,0,0,80062507783,2,-89.39,2.28,0x6176ad54d7b0d8e9219ffe88c21c35616ec1c12be8619ca5ab985adbf024fef345984e963e7e71a73978eac2a1f02866f69d7440,52,868,7,125,4/5,0,80.062507783,,,0.102656,NOT_RECORDED
HWS-003-BACS,10,121,BACS,limo01,1784117304069672698,1784117458261185148,0,0,154191512450,1,-107.82,11.56,0x98f662f31af749f28e39b482c0dcff79c10d1ff3219b33d7a27b4dd8991f41ddb22cf7d3e5dbf4611dd215032775c54d76bb279c,52,868,7,125,4/5,0,154.19151245,,,0.102656,NOT_RECORDED
HWS-003-BACS,10,122,BACS,limo01,1784117305380503664,1784117518710631562,0,0,213330127898,4,-93.88,3.69,0x13a77e66ada16514db3a81de6c346a65baa8e686c2581bb62c458f3788775760dc42a5e702d04ae6ca5a8524a2a91ae2462fb476,52,868,7,125,4/5,0,213.330127898,,,0.102656,NOT_RECORDED
HWS-003-BACS,10,123,BACS,limo02,1784117310469860457,1784117396353668848,1784117396353673536,1784117396520895994,85883808391,4,-108.33,12.53,0xb06e37ee86072530e01946a8b62292bfbfa216b3d6ce6ee8da25a98da57eefe61f19ef9b37c488cc6700fea3a19bafea77debed0,52,868,7,125,4/5,1,85.883808391,0.167222458,86.051035537,0.102656,MEASURED
HWS-003-BACS,10,124,BACS,limo01,1784117315365109782,1784117363958025479,0,0,48592915697,7,-101.36,1.18,0xb879e5ad3a92b6b99a71eaf7ebecabdb1a3c964af2644aa9e1cced037b218cc2cf11867abfb73cbdae96435f0b703769ca1ac28d,52,868,7,125,4/5,0,48.592915697,,,0.102656,NOT_RECORDED
HWS-003-BACS,10,125,BACS,limo01,1784117318195127499,1784117478363079540,0,0,160167952041,7,-82.72,5.86,0xa645f0147ac16242ee98cf888823ea7105be4cb9c37d5f576f306e3cae86de78827d14484bdce1eda7bb2db83bfe25363aa8e19d,52,868,7,125,4/5,0,160.167952041,,,0.102656,NOT_RECORDED
HWS-003-BACS,10,126,BACS,limo02,1784117321820955594,1784117459359143238,0,0,137538187644,8,-100.82,-1.11,0x186f54299314ecdb2362e907efdf22b211f10658259326571a9980080e4e24e946d284c1f569abb005b3519c7b45add0daa92c36,52,868,7,125,4/5,0,137.538187644,,,0.102656,NOT_RECORDED
HWS-003-BACS,10,127,BACS,limo02,1784117321437050545,1784117443164190427,0,0,121727139882,3,-100.92,0.35,0xdd740550657dcfd30694b92ab132aab3b503dafbfd40053432d5a6e5659f3e2ab320fbbe949fa9670f7176ff057b6509036ab952,52,868,7,125,4/5,0,121.727139882,,,0.102656,NOT_RECORDED
HWS-003-BACS,10,128,BACS,limo02,1784117328654960227,1784117495582081959,0,0,166927121732,4,-93.35,11.57,0xea0741c355f0f8b678ad5daa5f88d957c09aefecdfacbdf4b487fd61c1c12ca17f03cee6c2e1c820060c0592682b5da581214ae8,52,868,7,125,4/5,0,166.927121732,,,0.102656,NOT_RECORDED
HWS-003-BACS,10,129,BACS,limo02,1784117331356635787,1784117508306521761,0,0,176949885974,9,-90.06,0.07,0x2bdcf05357f0164636a03b9d62db88db6a71066cf312915c8e34bc9de31d25c629ab7cf6f7da1c52498241a6f598ef63e78f4adf,52,868,7,125,4/5,0,176.949885974,,,0.102656,NOT_RECORDED
HWS-003-BACS,10,130,BACS,limo01,1784117333361885484,1784117454948278376,0,0,121586392892,5,-108.41,10.84,0xb49cd84010b190d6c88efd8f4e365351621bf53196d6b1a036be3b107056f89927e5b85ce9ae9a224d5c918a6f852966a80afd78,52,868,7,125,4/5,0,121.586392892,,,0.102656,NOT_RECORDED
HWS-003-BACS,10,131,BACS,limo01,1784117335365811306,1784117464990887640,0,0,129625076334,6,-94.09,8.97,0x2ebf91484a45732812870751a5f09f315f7425a8146036a4fd283b84aa31dd478592c73ca828b8c9f388db514a02ea4125129662,52,868,7,125,4/5,0,129.625076334,,,0.102656,NOT_RECORDED
HWS-003-BACS,10,132,BACS,limo02,1784117340134454966,1784117479677952755,0,0,139543497789,8,-90.01,-4.57,0x01459f19a56796b753cb195536f1ad5200d17641c00977628b8293e876162da807cfb248aeb2255dbd5bc9bdb4f4ae805f894151,52,868,7,125,4/5,0,139.543497789,,,0.102656,NOT_RECORDED
HWS-003-BACS,10,133,BACS,limo01,1784117342932162034,1784117442985932966,0,0,100053770932,8,-92.70,-4.34,0x276f7d8a6274584cf82591cbb3016aa409b447a57b9bd41a39c7d1c17b280434af117c218d7f61f6e9a67c3a77534e7a9b842009,52,868,7,125,4/5,0,100.053770932,,,0.102656,NOT_RECORDED
HWS-003-BACS,10,134,BACS,limo01,1784117346132600168,1784117690867422744,0,0,344734822576,10,-109.98,8.35,0xe57b10e580853337372fc3ea71f1d952803dc5282e89bc3b5cff53b504bb97660b0637387d33b5803316304c90c2bfac10139516,52,868,7,125,4/5,0,344.734822576,,,0.102656,NOT_RECORDED
HWS-003-BACS,10,135,BACS,limo01,1784117349894640757,1784117453523666199,0,0,103629025442,7,-103.27,7.35,0xbc9b5b61e11f037f9d02acbf8dee5c3c380470aa8d174267a8df004fac49ef503a863eeb8bb964aeaedd7fe43cb280f3f8fb9f14,52,868,7,125,4/5,0,103.629025442,,,0.102656,NOT_RECORDED
HWS-003-BACS,10,136,BACS,limo01,1784117354300109981,1784117457673362536,0,0,103373252555,2,-80.50,-1.59,0xaa8fb442d9eb0ba1801d513fc9e4b055ea5cdc57d271132b5cecade8603fe354c8f598663f4759945575de20e3b19de3329ae51f,52,868,7,125,4/5,0,103.373252555,,,0.102656,NOT_RECORDED
HWS-003-BACS,10,137,BACS,limo02,1784117357537994021,1784117485981737778,0,0,128443743757,4,-90.60,-3.12,0x973222ded2d3b57e1f611a50ffa6aade13e251741710f3f210881b23234cacbed7ec85c9b8350bbf277c1b896fb02c129cf98104,52,868,7,125,4/5,0,128.443743757,,,0.102656,NOT_RECORDED
HWS-003-BACS,10,138,BACS,limo02,1784117361220657066,1784117572352909361,0,0,211132252295,7,-80.63,1.73,0x4c6fadcc1f52d327df8a86ff22263ca2da634b19bbda4e95e21592d4f255ac2ac94b13a912eb29fab157730fb11a9d4ef2f5f521,52,868,7,125,4/5,0,211.132252295,,,0.102656,NOT_RECORDED
HWS-003-BACS,10,139,BACS,limo02,1784117363042605089,1784117452660066743,0,0,89617461654,7,-88.30,8.48,0xbe9303368bd29ab4adc3e02a5c5f7c3b4cd37053325396390b957c9a5b207f34626535861e36ff7fcc0c11d318023eb0a0144808,52,868,7,125,4/5,0,89.617461654,,,0.102656,NOT_RECORDED
HWS-003-BACS,10,140,BACS,limo02,1784117365587692326,1784117474967933831,0,0,109380241505,4,-82.26,-0.48,0xf78328a639107512cfd131a00dfcf0d7f3db3ee8d75d2eede73bb9013a6db0b0562a9cebcaa1655bb764052e234411dec7921284,52,868,7,125,4/5,0,109.380241505,,,0.102656,NOT_RECORDED
HWS-003-BACS,10,141,BACS,limo02,1784117369640011071,1784117723326248117,0,0,353686237046,1,-102.59,13.04,0x41f0796dea059c2d51095b51471635a9a19d83e88beca4096625769dbdc9202c7300823ec5f88e35d25bd289d194d894b8b7c763,52,868,7,125,4/5,0,353.686237046,,,0.102656,NOT_RECORDED
HWS-003-BACS,10,142,BACS,limo02,1784117374287109577,1784117476321055493,0,0,102033945916,8,-86.74,10.44,0x432e901877b94164b7de725fd6621a597c5a5ebc4b887c281a117d2f51ddc19dd47fa35e66b1f9c0ff439f526e6e3b877f77b317,52,868,7,125,4/5,0,102.033945916,,,0.102656,NOT_RECORDED
HWS-003-BACS,10,143,BACS,limo01,1784117375849644586,1784117514799034445,1784117514799038925,1784117514964990888,138949389859,4,-91.65,6.86,0x43b6c6519e2409f4ca464959c3676739ac9b9f7d4ae923cc0ec1a61fd8d3460f7e518cf97fed0c5775f71ab943509bb34367e20d,52,868,7,125,4/5,1,138.949389859,0.165951963,139.115346302,0.102656,MEASURED
HWS-003-BACS,10,144,BACS,limo01,1784117378006740876,1784117459060169085,0,0,81053428209,8,-90.43,10.54,0xadb1046b74b55345b04031fd25430c985fafee4e8d245585689c394270b13a55a823344976a86a2d3cbf6242a2bd58457b98a757,52,868,7,125,4/5,0,81.053428209,,,0.102656,NOT_RECORDED
HWS-003-BACS,10,145,BACS,limo02,1784117382007521043,1784117457776617769,0,0,75769096726,6,-103.50,4.04,0x9cec01e79fca6c3251893e886ec3eeb0a2686fb38ddebba05e41e3ad37672f4dfe53206713676d7f7f8b60cc9219410b0d241c6f,52,868,7,125,4/5,0,75.769096726,,,0.102656,NOT_RECORDED
HWS-003-BACS,10,146,BACS,limo02,1784117388265751549,1784117710195644293,0,0,321929892744,8,-88.51,12.37,0x05e9054b08e8d3f3923eb5926dfb6afe02aa5a76c49721869a4bb4512aa68c9df7c5e2ed121e3c4b383a0dc0268b0d81e5ed0408,52,868,7,125,4/5,0,321.929892744,,,0.102656,NOT_RECORDED
HWS-003-BACS,10,147,BACS,limo02,1784117387927710561,1784117629174437648,0,0,241246727087,3,-106.12,2.46,0x03ff4e8404f4a906f45a23c20fa139718adbb34fa1b1c96c6205e52bbda05ef10e1998913587ecbfb4cda6ddd99a8bd71df8826a,52,868,7,125,4/5,0,241.246727087,,,0.102656,NOT_RECORDED
HWS-003-BACS,10,148,BACS,limo01,1784117393595018788,1784117637894333471,1784117637894335256,1784117638067669646,244299314683,6,-95.20,5.58,0xd2b9ab84efd42a612579d2f23f39d2d00a710c29d891f16b864a88ff6fc5acfbf95eb099335e8cbcb9956bfb564f32704b9eaf0a,52,868,7,125,4/5,1,244.299314683,0.17333439,244.472650858,0.102656,MEASURED
HWS-003-BACS,10,149,BACS,limo02,1784117396846419456,1784117543513446676,0,0,146667027220,6,-81.12,9.43,0xe5ba42fb3f947d6c41e6e34ffafdf30fcbb5672408367dd95234d644168aa0e6a7d514c0fa17d0b6f9e74d3108e4a545d67e65ac,52,868,7,125,4/5,0,146.66702722,,,0.102656,NOT_RECORDED
HWS-003-BACS,10,150,BACS,limo02,1784117400712672724,1784117727397847656,0,0,326685174932,9,-93.93,-4.15,0xeee28adb0c07ae6c390dc44373014c0d0d849dcd68fc6b2727014e5041ea1d877d94cbb9a21503eaf2f16106e6befb37c3ff0b31,52,868,7,125,4/5,0,326.685174932,,,0.102656,NOT_RECORDED
HWS-003-BACS,10,151,BACS,limo02,1784117403662637820,1784117651208494403,0,0,247545856583,8,-104.50,4.30,0x017096375130e4c182acb229e562965738494020b3a95d7a88ab69dd422d562e3e367c2ff08d6039c38a163bfe80007632e68783,52,868,7,125,4/5,0,247.545856583,,,0.102656,NOT_RECORDED
HWS-003-BACS,10,152,BACS,limo01,1784117408218034481,1784117593495992140,0,0,185277957659,0,-84.07,5.35,0xb2d77e2d134dcedad51e24e4300e0f2be75a61833a7cd88ef321cbe38b630a8c1b37db7b653de8414565ec5d3bcaf4a0844d2c83,52,868,7,125,4/5,0,185.277957659,,,0.102656,NOT_RECORDED
HWS-003-BACS,10,153,BACS,limo02,1784117411444609908,1784117566426568909,0,0,154981959001,1,-86.96,5.17,0xffede168601451cadbfe1deb0706dd21c827d39354de932fdfa6b3ae006ace6aa134824f5c544c1c49f3663345075c1c86c730f7,52,868,7,125,4/5,0,154.981959001,,,0.102656,NOT_RECORDED
HWS-003-BACS,10,154,BACS,limo01,1784117411835810635,1784117587763336384,0,0,175927525749,4,-104.06,7.92,0xf064732dd24af8051c6b5ca854fd82372c666f511db5981d0c3507fe38aa5f6441bcc23375c41fe966e650d7ffe16f2e1b12dafc,52,868,7,125,4/5,0,175.927525749,,,0.102656,NOT_RECORDED
HWS-003-BACS,10,155,BACS,limo02,1784117416673314609,1784117598597676620,0,0,181924362011,0,-100.68,5.49,0xa96e741ef0a8509a0ebd396507a8efbe27121640b63e1fd9bba5d7da59aba00cf7df51fc58cd4b8f6d21f411daefacd2a37f0ede,52,868,7,125,4/5,0,181.924362011,,,0.102656,NOT_RECORDED
HWS-003-BACS,10,156,BACS,limo01,1784117420597647562,1784117557482127342,0,0,136884479780,3,-106.25,3.94,0x1f567635c8d280e0afce55b6cde5ab78854a9f4347e348a29324a7ef5f36b75de178d7a27f955375591782d9aff853d7e8fff77a,52,868,7,125,4/5,0,136.88447978,,,0.102656,NOT_RECORDED
HWS-003-BACS,10,157,BACS,limo02,1784117421207645855,1784117538910980412,0,0,117703334557,0,-103.60,-2.96,0xc146c962505099115df9577b8c71b78cc9ddad55b6411f7faa9f2d49c696ccc645aec5b0481ce8eb1e755bf2c97bb5d54eb09004,52,868,7,125,4/5,0,117.703334557,,,0.102656,NOT_RECORDED
HWS-003-BACS,10,158,BACS,limo01,1784117426893117345,1784117617213822713,0,0,190320705368,4,-87.29,8.96,0x9a7ed5f9c56860caf85b5554cb01e1e23fdd974b7046aa53864a275a83481a166a1f6a5b89a9abdcee2274ba1cb99aa7dd5f6b37,52,868,7,125,4/5,0,190.320705368,,,0.102656,NOT_RECORDED
HWS-003-BACS,10,159,BACS,limo01,1784117428345822887,1784117511200156992,0,0,82854334105,10,-85.11,-1.42,0x203f3070fe1974474b6eada54b9edc46b59e7d3f9d3293ae29e7557f4894cd3006e823a6d47441cf0faee273d436799696789a6a,52,868,7,125,4/5,0,82.854334105,,,0.102656,NOT_RECORDED
HWS-003-BACS,10,160,BACS,limo01,1784117432869844935,1784117582532191852,0,0,149662346917,2,-105.90,-3.04,0x25406c82f3832499143191b4ffc015dbf3a68ee304504db88569db0f00ae48e2319075a13f11683f83c16c0e9d82e8af3dee28de,52,868,7,125,4/5,0,149.662346917,,,0.102656,NOT_RECORDED
HWS-003-BACS,10,161,BACS,limo02,1784117438109969511,1784117581586845339,0,0,143476875828,5,-93.72,13.97,0x5b1d916c749acc0094e26de696ade7f629856540d8b2331245079f6ac0bed95585b4fae14dde12b7c26a4535320aadde489ef612,52,868,7,125,4/5,0,143.476875828,,,0.102656,NOT_RECORDED
HWS-003-BACS,10,162,BACS,limo01,1784117439865240632,1784117546202321907,0,0,106337081275,8,-96.16,13.35,0xa6212bf7a450dd723afc220ed81a7b80b3a0185d2bd4f729fc001f2039372011f478e843f87747b9958adb7dd7e59da2b9b05da7,52,868,7,125,4/5,0,106.337081275,,,0.102656,NOT_RECORDED
HWS-003-BACS,10,163,BACS,limo02,1784117443000111926,1784117708789883145,0,0,265789771219,9,-81.29,12.49,0x5219d8b140e2fa8b8fabe924003ea8abc003460622cbcde81e53b27c5dfd2c3b8478a7208e5fc4531ea2ba0b7a34803d09670ab9,52,868,7,125,4/5,0,265.789771219,,,0.102656,NOT_RECORDED
HWS-003-BACS,10,164,BACS,limo01,1784117445627637721,1784117567030078715,0,0,121402440994,6,-104.53,4.83,0x3da13601ee245a3e5431374d0695ebabcd356254b00f8da37147a26eb0d1dc6532344c3635b11955e1f251bd67e1930efe321ce5,52,868,7,125,4/5,0,121.402440994,,,0.102656,NOT_RECORDED
HWS-003-BACS,10,165,BACS,limo02,1784117448253434853,1784117612754799127,0,0,164501364274,1,-96.02,0.53,0x8baa7a61505779b34ef20a88b7d3a03f23e9c9035314520a8d4f361ab33593ad67251c090f94432481f5904d036081f44905338e,52,868,7,125,4/5,0,164.501364274,,,0.102656,NOT_RECORDED
HWS-003-BACS,10,166,BACS,limo02,1784117454241644535,1784117502798800856,0,0,48557156321,5,-89.38,-4.99,0x7006beecfadfc9d1aa526d87b839e3bef436fac45feaff4ff3cbca3f2c125b4c07cfaa844301a72a70b07382ca1f44b2a318d33f,52,868,7,125,4/5,0,48.557156321,,,0.102656,NOT_RECORDED
HWS-003-BACS,10,167,BACS,limo01,1784117456830251686,1784117614423708995,0,0,157593457309,4,-85.87,10.07,0x4a4fa813ea39a7630e993d8fd30133190305728de63584cde97b472c132cd105a3f43285fe69289885086abba964beb3bfea66b7,52,868,7,125,4/5,0,157.593457309,,,0.102656,NOT_RECORDED
HWS-003-BACS,10,168,BACS,limo02,1784117459736323464,1784117654416453019,0,0,194680129555,9,-105.20,13.83,0xf7af1a7d4051e9be8c49b2901f596687c1f0429e7b2d41503aef1af09206695d40694304b87d5417aa0c5c74e8f42fab712caae7,52,868,7,125,4/5,0,194.680129555,,,0.102656,NOT_RECORDED
HWS-003-BACS,10,169,BACS,limo02,1784117461417101019,1784117554919835086,0,0,93502734067,9,-84.75,5.20,0xfc7e188bcec42f7ff5c8538d1390dccb7cc82fec6ea607780de3987fc7b45bddaf7d21fa6baa932dd9af07892546c80547c1712b,52,868,7,125,4/5,0,93.502734067,,,0.102656,NOT_RECORDED
HWS-003-BACS,10,170,BACS,limo02,1784117465798565570,1784117551849275683,0,0,86050710113,7,-107.97,2.21,0xa3c2cb78d1887a9c3f37eb90d5d96cd0e8216ec39f11a9f2daa4a8d51ee1cbfc352123d6ea25ae4010a729b9948589f7974ef510,52,868,7,125,4/5,0,86.050710113,,,0.102656,NOT_RECORDED
HWS-003-BACS,10,171,BACS,limo02,1784117468761911495,1784117631648623460,0,0,162886711965,9,-90.65,2.03,0xf3258b609fb191501e7197caf1b84b43b3be5f8e59dcc6a3a316fe1595642069702c0a9bdeab1d82660d63b94fca7807e4ce90ad,52,868,7,125,4/5,0,162.886711965,,,0.102656,NOT_RECORDED
HWS-003-BACS,10,172,BACS,limo02,1784117473964636306,1784117577625212046,0,0,103660575740,4,-83.98,3.08,0xa0601caca495e8c58eb3efc9eb9cc4f0c89c45576c31c8ce47074c67c219b69c256c302cce66f78285db731f37116fe4982b8b2d,52,868,7,125,4/5,0,103.66057574,,,0.102656,NOT_RECORDED
HWS-003-BACS,10,173,BACS,limo02,1784117475390658436,1784117554271511132,0,0,78880852696,4,-103.23,-1.26,0x3dc540173b7a160d2a1f66f641e4b8bfd2e483fa14bbbc433d7fa3e3d676f5729c611be79713873cf96006bc45157b6ed4cccfc0,52,868,7,125,4/5,0,78.880852696,,,0.102656,NOT_RECORDED
HWS-003-BACS,10,174,BACS,limo01,1784117478132814842,1784117608462733767,0,0,130329918925,10,-92.54,-2.95,0xa89bef2e0c145516f010a9548d207b79b70203996cc05272d21c5bf8ce7a876f88cccc18b111649690b641136c45da7a4b7c32af,52,868,7,125,4/5,0,130.329918925,,,0.102656,NOT_RECORDED
HWS-003-BACS,10,175,BACS,limo01,1784117481642466711,1784117732703067361,0,0,251060600650,2,-88.58,6.23,0xac1cd51c8ed4258c57bd2e3f4c8427ba1d44b591e6a4bd012989615319d7594d7bb915609e569bbe4aac959e13bd6d09a3fb623a,52,868,7,125,4/5,0,251.06060065,,,0.102656,NOT_RECORDED
HWS-003-BACS,10,176,BACS,limo01,1784117487942558791,1784117553057147100,0,0,65114588309,4,-94.42,9.70,0x9ba9742b69286bbac5c4c35079d79ddbd84378a6f6ca6e9cf240f862c065f78e569ec94dc89d29eeff0d1794c925ce87e696384e,52,868,7,125,4/5,0,65.114588309,,,0.102656,NOT_RECORDED
HWS-003-BACS,10,177,BACS,limo02,1784117490567985204,1784117600355252604,0,0,109787267400,0,-97.50,2.88,0x0bd34ae112eb9f48413394c6079ef2206af2b23887eb324f1523f66fc0eb63ee3c90622b9607c199d5778af96c8a46ffde5104d7,52,868,7,125,4/5,0,109.7872674,,,0.102656,NOT_RECORDED
HWS-003-BACS,10,178,BACS,limo01,1784117492621547638,1784117645509020293,0,0,152887472655,0,-92.96,4.18,0x21fb9a1165f3e9613e3d6dc15135e3f6b5e8493ef418779b69707081821ef48eb8302b3bf1565b24b90fef3e6504ae059603d096,52,868,7,125,4/5,0,152.887472655,,,0.102656,NOT_RECORDED
HWS-003-BACS,10,179,BACS,limo01,1784117496375796623,1784117749129679720,0,0,252753883097,0,-101.22,12.52,0x7892b4d0e5dca1100f38a3ce2026b4465527bdd342af033b6530cf19a2f346f96f5a4c130210f4b2a67661c45cc3bc2268d5cdb8,52,868,7,125,4/5,0,252.753883097,,,0.102656,NOT_RECORDED
HWS-003-BACS,10,180,BACS,limo01,1784117500415725097,1784117819438515511,0,0,319022790414,10,-83.92,2.16,0xde2b00b51afa4e092eb9d375117e5db9e02ba10a33de91a61866a2eac72377a0a955e9a34417932de7329827c935b0ff5bbc15b4,52,868,7,125,4/5,0,319.022790414,,,0.102656,NOT_RECORDED
HWS-003-BACS,10,181,BACS,limo02,1784117501315341719,1784117621261296327,0,0,119945954608,0,-94.96,-1.44,0x137ad45a43dc1749e7d0d44847b1f44887bcf941b4c3057157f4b81ea13521b7a06529cf2b2958bc48026fb19e24e29dd6bc50e5,52,868,7,125,4/5,0,119.945954608,,,0.102656,NOT_RECORDED
HWS-003-BACS,10,182,BACS,limo02,1784117507601613477,1784117713077434916,0,0,205475821439,6,-83.42,10.04,0x3d9f9596b26c5e5f011f376298cbc90b19659db9a4499665f9ebfd36a42b09f9cbadb5133d695e9f0b301cae99bd32d5048a7b7f,52,868,7,125,4/5,0,205.475821439,,,0.102656,NOT_RECORDED
HWS-003-BACS,10,183,BACS,limo01,1784117509881866622,1784117701465995047,0,0,191584128425,3,-107.07,5.78,0x113619a5db70d1b68eb87d3bba30fa72e89c949be5c4a21e244d76eb263cc214e58c4b9b847026499418f30310103439aa4b8c23,52,868,7,125,4/5,0,191.584128425,,,0.102656,NOT_RECORDED
HWS-003-BACS,10,184,BACS,limo02,1784117511050029064,1784117617727038148,0,0,106677009084,1,-109.04,2.53,0x9863f0e5bfee6fb466a2486d81f506a1a8bbcde90807a15ea2388de4ccec84ef19551957239a3c59f9d476bacec0bee2c5a6f259,52,868,7,125,4/5,0,106.677009084,,,0.102656,NOT_RECORDED
HWS-003-BACS,10,185,BACS,limo01,1784117515093682378,1784117747724738475,0,0,232631056097,4,-84.66,11.16,0xd2ac411123e3404a0b5c12b3bab3d7631a19346568383b623f3014b6d06185bdfbe9ed5436316b26e9e33619928987cde0b5ae3e,52,868,7,125,4/5,0,232.631056097,,,0.102656,NOT_RECORDED
HWS-003-BACS,10,186,BACS,limo02,1784117520628681890,1784117702934267794,0,0,182305585904,10,-83.52,8.75,0x1ef9243a89c5f7b6f277fc66d68cfe9837d451130b698d81c28f4f1613ac7b30e6924a9c314bfe9540af8f8990f90bb8cd6f8414,52,868,7,125,4/5,0,182.305585904,,,0.102656,NOT_RECORDED
HWS-003-BACS,10,187,BACS,limo02,1784117521603200271,1784117838663369366,0,0,317060169095,4,-89.40,0.35,0xdf7355546b6d89f9f15bc66c6015c5d8811e79686b1f05b22933e6850f1feb4fd493f583d1ac3ca4d5229f872d25e3c7421e18ba,52,868,7,125,4/5,0,317.060169095,,,0.102656,NOT_RECORDED
HWS-003-BACS,10,188,BACS,limo02,1784117525443629826,1784117620418644755,0,0,94975014929,9,-102.13,-4.88,0x7991ec3d2edaa8ff8d9d4712b47ab1a1fc4277804ae33b3ac4ef27d40689e02d076b78fb79c5de35245a0bd56eae4795a566e786,52,868,7,125,4/5,0,94.975014929,,,0.102656,NOT_RECORDED
HWS-003-BACS,10,189,BACS,limo01,1784117527327103732,1784117689583388185,0,0,162256284453,1,-97.47,11.35,0x84188767f69cad24eed1ec4cc152f753d60e71ecd57d1b4a60fea13370270d2819e69d9eaba15cf727ea33538c3618d8060fece9,52,868,7,125,4/5,0,162.256284453,,,0.102656,NOT_RECORDED
HWS-003-BACS,10,190,BACS,limo01,1784117533844428710,1784117623635187940,0,0,89790759230,9,-83.07,12.82,0xff2eb95abafe9424ccaeb9a84dbecefe1244e498e5e3505194c5ae43c0201e461ca28ca8993b948af6e4f151e92fe170ce8e5fdf,52,868,7,125,4/5,0,89.79075923,,,0.102656,NOT_RECORDED
HWS-003-BACS,10,191,BACS,limo01,1784117534923066332,1784117657222063593,0,0,122298997261,10,-95.78,14.66,0xeb8bbd91273134fac652d77deecad51b4528ffa52bb5d9d35feb84d11d1b7a02c566a34561fc08dc7e5515a3e21f6ef89a3081d8,52,868,7,125,4/5,0,122.298997261,,,0.102656,NOT_RECORDED
HWS-003-BACS,10,192,BACS,limo02,1784117539383549208,1784117742854915923,0,0,203471366715,5,-100.46,13.15,0x569438013dfb68e5de0bd166f1071348677b8605acaebed92263b2bce9875ac88e3b87601e6d6eacd8d189492d0231d3b6fa33aa,52,868,7,125,4/5,0,203.471366715,,,0.102656,NOT_RECORDED
HWS-003-BACS,10,193,BACS,limo01,1784117543094184572,1784117675761996691,0,0,132667812119,0,-107.60,14.93,0x2ae8345411892dacc2418308a809e085353d9a0811a88341b10aff4649f360c6d2c6583455c82eabb1062598f027e58f805d9d16,52,868,7,125,4/5,0,132.667812119,,,0.102656,NOT_RECORDED
HWS-003-BACS,10,194,BACS,limo01,1784117546666260322,1784117685312730242,1784117685312734375,1784117685482778569,138646469920,4,-81.95,11.81,0xc9d98a73d776b1d2a6cc8952b1bff5e26e19589e8483ee56cebbbaa0d38925b0d9ea852885b8e025a1d74afe8a2d7a8bdf272fbf,52,868,7,125,4/5,1,138.64646992,0.170044194,138.816518247,0.102656,MEASURED
HWS-003-BACS,10,195,BACS,limo01,1784117550595867057,1784117595428081039,0,0,44832213982,9,-99.00,-1.92,0x40d655eeeaf84e24f20dc613849208617975c043c5b4d61c7062f38bbabac1a6aefc1ffe68af0c1a1a8ff3acc9a18986b6831293,52,868,7,125,4/5,0,44.832213982,,,0.102656,NOT_RECORDED
HWS-003-BACS,10,196,BACS,limo01,1784117552129711603,1784117653320505540,0,0,101190793937,5,-106.37,10.23,0x04a086e8a54d1ab0cbff83a25fc698e4076748f0c826027871c26b481905c8434ce9343ef4c001c429bc7e7fabc33000c27a4eac,52,868,7,125,4/5,0,101.190793937,,,0.102656,NOT_RECORDED
HWS-003-BACS,10,197,BACS,limo01,1784117557527042226,1784117742026427436,0,0,184499385210,1,-95.28,12.36,0xb2102d49d7a17dc87b50f1040d27a350c4196554a3b6c41d4839d1a4f539d200a149938ec8d1b8f8d10ebb6ef34144be8928fdcd,52,868,7,125,4/5,0,184.49938521,,,0.102656,NOT_RECORDED
HWS-003-BACS,10,198,BACS,limo01,1784117560215614593,1784117658102839407,0,0,97887224814,3,-80.53,-1.48,0x53316d634fc6019d1408a1278e169dc0f571f3194fe9d9f32dff0765d8253b6bd260c06338ce1ecead44d66905efa286b763f186,52,868,7,125,4/5,0,97.887224814,,,0.102656,NOT_RECORDED
